oper_id,oper_occur_time,device_name,imei,model,interfac,firmware,isssd,disksize,maxtransfermode,currenttransfermode,smart1,smart2,smart3,smart4,smart5,smart6,smart7,smart8,smart9,smart10,smart11,smart12,smart13,smart14,smart15,smart16,smart17,smart18,smart19,smart20,smart21,smart22,smart23,smart24,smart25,smart26,smart27,smart28,smart29,smart30,smart31,smart32,smart33,smart34,smart35,smart36,smart37,smart38,smart39,smart40,smart41,smart42,smart43,smart44,smart45,smart46,smart47,smart48,event7,event7_total,event11,event11_total,event15,event15_total,event49,event49_total,event51,event51_total,event52,event52_total,event153,event153_total,event154,event154_total,event157,event157_total,event161,event161_total,event504,event504_total,event505,event505_total,event506,event506_total,event507,event507_total,bsod1,bsod1_total,bsod2,bsod2_total,bsod3,bsod3_total,bsod4,bsod4_total,bsod5,bsod5_total,bsod6,bsod6_total,bsod7,bsod7_total,bsod8,bsod8_total,bsod9,bsod9_total,bsod10,bsod10_total,bsod11,bsod11_total,bsod12,bsod12_total,bsod13,bsod13_total,bsod14,bsod14_total,bsod15,bsod15_total,bsod16,bsod16_total,bsod17,bsod17_total,bsod18,bsod18_total,bsod19,bsod19_total,bsod20,bsod20_total,bsod21,bsod21_total,bsod22,bsod22_total,bsod23,bsod23_total,pt_d
615001001,2020/10/5 9:19,WRIGHT,$$2VRq5qJm7xojuEFdCsOC3ZrKPqL3sBLg3zkATT43k=,SAMSUNG MZVLB256HAHQ-00000,NVM Express,EXD7201Q,1,256003,,,0,299,100,10,0,"5,752,618","4,683,317","79,869,767","74,755,970",288,870,549,29,0,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 21:57,HUBBLEB,$$+1Zk6$Se6wl67DdCmueEUrlt3SJNefzWmwABWvJAs=,WDC PC SN730 SDBPNTY-512G-1027,NVM Express,11110000,1,512056,,,0,327,100,10,0,"1,884,224","1,414,035","33,581,902","27,990,985",48,163,37,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 14:14,HALLEY,$$+77vgI7DFgJuUitcVSWhryXaDqgkOr5MZQcXS+1dI=,SAMSUNG MZVLB512HAJQ-00000,NVM Express,EXA7301Q,1,512056,,,0,322,100,10,0,"3,000,116","2,272,965","42,729,227","44,738,237",121,436,222,5,0,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 22:04,NOBELK,$$2lzO+Ip9Cksi$zhjW5c+xok1Jj0jCNclre9sNYxKY=,WDC PC SN730 SDBPNTY-256G-1027,NVM Express,11110000,1,256003,,,0,310,100,10,0,"1,918,027","1,590,163","25,798,946","29,102,918",54,695,61,60,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/4 21:17,KELVINC,$$3hmHgf2N$b$qmDMWyRZT5lcqd1y1kpuLmDQcHDaho=,SAMSUNG MZVLB512HAJQ-00000,NVM Express,EXA7301Q,1,512056,PCIe 3.0 x4,PCIe 3.0 x4,0,312,100,10,0,"913,938","779,328","13,460,463","12,905,523",27,113,16,11,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 9:26,BOHRB,$$3p4NhRNM7DPWPUZgAs$WaFQDKJ+8DT$jcfBRfJg7M=,WDC PC SN730 SDBPNTY-512G-1027,NVM Express,11110000,1,512056,PCIe 3.0 x4,PCIe 3.0 x4,0,328,100,10,0,"7,241,175","5,631,898","72,183,146","41,326,319",140,255,196,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 20:18,KELVINC,$$5IQfUFJIeVEHFxJvQb2Wjfbe6Vc69K$5XCCekN2NM=,WDC PC SN730 SDBPNTY-512G-1027,NVM Express,11110000,1,512056,PCIe 3.0 x4,PCIe 3.0 x4,0,310,100,10,0,"1,069,598","960,739","18,501,205","26,376,235",30,188,42,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 21:51,KEPLER,$$5KgeRn2yHIF3WgNXo5NvgvNck1mMItWRXquT0Lf5U=,KXG50ZNV512G TOSHIBA,NVM Express,AAXA4103,1,512056,,,0,316,100,10,2,"6,318,736","7,276,304","91,797,818","92,815,666",316,"2,398","1,010",19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 10:40,KELVIN,$$5kFIzWYxA3ijEffKF+NktXm0UtiHFfYJW7CrnReRs=,WDC PC SN720 SDAPNTW-512G-1127,NVM Express,10126000,1,512056,PCIe 3.0 x4,PCIe 3.0 x4,0,318,100,10,0,"1,114,505","1,076,122","17,191,958","16,745,238",32,246,36,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 20:05,MACH,$$5x42SvX4sMKPoc8b5u+NgR1wdnQsS8Kk5uJuBKJ2c=,KXG50ZNV256G TOSHIBA,NVM Express,AAXA4103,1,256003,,,0,304,100,10,2,"2,730,772","2,591,666","37,601,908","34,809,455",133,868,390,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 21:19,WRIGHT,$$6qtjElGv6rcsY2Lpb4AGkUiIki8LnLT1DkQkI6EZY=,WDC PC SN720 SDAPNTW-512G-1027,NVM Express,10121000,1,512056,PCIe 3.0 x4,PCIe 3.0 x4,0,320,100,10,1,"8,650,942","8,715,727","130,462,489","106,865,590",297,477,"1,154",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 23:18,NOBELB,$$7OQQ$Bk8Ii8lNmZEpZTUmHdj+YCN9PopCdz7wuPBQ=,KXG60ZNV512G TOSHIBA,NVM Express,AGXA4103,1,512056,,,0,306,100,10,0,"825,594","830,734","17,236,910","20,792,697",16,91,50,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 10:35,NOBELK,$$951xub$Tl8Jt2C6pOnJf2gfF5KxexJdqP3$fHSkTw=,WDC PC SN730 SDBPNTY-512G-1027,NVM Express,11110000,1,512056,,,0,308,100,10,0,"2,300,843","1,888,337","38,388,055","45,959,678",69,496,71,60,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/4 16:05,WRIGHTB,$$9ri$thciMJctoSDuGHFp1PQ3wjXoOn99viefXCJmk=,KXG60ZNV512G TOSHIBA,NVM Express,AGXA4103,1,512056,PCIe 3.0 x4,PCIe 3.0 x4,0,303,100,10,0,"706,987","649,005","11,668,043","13,438,171",19,117,72,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 13:36,NOBELB,$$A8s3DdTYT4otl7QHjaVC$IXuG46H3nrcmTofBQSe8=,SAMSUNG MZVLB512HAJQ-00000,NVM Express,EXA7301Q,1,512056,PCIe 3.0 x4,PCIe 3.0 x4,0,322,100,10,0,"3,453,396","2,539,307","32,020,849","25,826,529",85,244,86,10,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 12:28,KELVINC,$$AS3NVCnbNsfl883iBaodIo7feLBnH3gidVrdqUy3M=,KXG60ZNV512G TOSHIBA,NVM Express,AGXA4103,1,512056,PCIe 3.0 x4,PCIe 3.0 x4,0,329,100,10,0,"1,112,177","1,085,931","14,495,591","16,521,310",31,120,195,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 21:45,KELVIN,$$AWiqRMnb$0YatxL2fZAmnKnCvU0yaRMCA17Cspbp4=,WDC PC SN720 SDAPNTW-512G-1127,NVM Express,10126000,1,512056,PCIe 3.0 x4,PCIe 3.0 x4,0,318,100,10,0,"10,666,969","9,584,553","156,606,557","177,933,752",469,"1,558","1,892",71,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 23:03,KELVIN,$$Ac8LOlB9rL7Fb4tkpfGmXyLXAGCxmzxD$VWJrox7o=,SAMSUNG MZVLB512HAJQ-00000,NVM Express,EXA7301Q,1,512056,PCIe 3.0 x4,PCIe 3.0 x4,0,312,100,10,0,"7,743,120","7,201,886","112,744,841","93,251,271",321,"1,980",280,51,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 17:32,KEPLERR,$$B4+ZBfd17MPWkYgE85yMRd4cnP565B6DbytaX3Vpw=,SAMSUNG MZVLB256HAHQ-00000,NVM Express,EXD7201Q,1,256003,,,0,318,100,10,0,"3,423,354","3,588,284","36,679,411","44,645,296",171,"1,532",213,11,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 10:07,KELVIN,$$BGZOHTJbn5ka229Aq2vuNDFiyorVoVmT$WW+6CE9Y=,SAMSUNG MZVLB512HAJQ-00000,NVM Express,EXA7301Q,1,512105,,,0,318,100,10,0,"2,673,954","3,497,328","33,768,194","44,914,852",161,"1,225",254,25,0,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/9/28 15:42,NOBELK,$$Bp7RFFxtKaanD2AonaCxq4EZrWITrcn5tMHxWgNqQ=,WDC PC SN730 SDBPNTY-512G-1027,NVM Express,11110000,1,512056,,,0,303,100,10,0,"696,288","586,010","10,340,730","12,086,574",15,142,11,66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 19:28,KELVINC,$$CEUvpH7FMl3mVLqkJdS3Y7qiNqV3KVjxA82usMzO0=,WDC PC SN730 SDBPNTY-512G-1027,NVM Express,11110000,1,512056,PCIe 3.0 x4,PCIe 3.0 x4,0,317,100,10,0,"886,182","768,388","16,293,614","17,137,986",23,102,55,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
615001001,2020/10/5 1:36,BOHRB,$$E$LDaWcf0icYHaP9JviXMOHRpQHAuExMssXN38Emg=,SAMSUNG MZVLB512HBJQ-00000,NVM Express,EXF7201Q,1,512056,,,0,307,100,10,0,"405,032","409,722","7,326,537","10,132,230",10,49,9,5,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20201005
